Country,Date_confirmation,New_infected,Total_infected
Ireland,2022-05-28,0,1
Ireland,2022-05-29,0,1
Ireland,2022-05-30,1,2
Ireland,2022-05-31,0,2
Ireland,2022-06-01,2,4
Ireland,2022-06-02,2,6
Ireland,2022-06-03,0,6
Ireland,2022-06-04,0,6
Ireland,2022-06-05,0,6
Ireland,2022-06-06,0,6
Ireland,2022-06-07,0,6
Israel,2022-05-21,1,1
Israel,2022-05-22,0,1
Israel,2022-05-23,0,1
Israel,2022-05-24,0,1
Israel,2022-05-25,0,1
Israel,2022-05-26,0,1
Israel,2022-05-27,0,1
Israel,2022-05-28,1,2
Israel,2022-05-29,0,2
Israel,2022-05-30,0,2
Israel,2022-05-31,0,2
Israel,2022-06-01,0,2
Israel,2022-06-02,0,2
Israel,2022-06-03,0,2
Israel,2022-06-04,0,2
Israel,2022-06-05,0,2
Israel,2022-06-06,0,2
Israel,2022-06-07,1,3
Italy,2022-05-19,1,1
Italy,2022-05-20,2,3
Italy,2022-05-21,0,3
Italy,2022-05-22,0,3
Italy,2022-05-23,1,4
Italy,2022-05-24,1,5
Italy,2022-05-25,4,9
Italy,2022-05-26,3,12
Italy,2022-05-27,0,12
Italy,2022-05-28,0,12
Italy,2022-05-29,1,13
Italy,2022-05-30,0,13
Italy,2022-05-31,6,19
Italy,2022-06-01,2,21
Italy,2022-06-02,0,21
Italy,2022-06-03,1,22
Italy,2022-06-04,0,22
Italy,2022-06-05,0,22
Italy,2022-06-06,4,26
Italy,2022-06-07,0,26
Latvia,2022-06-03,1,1
Latvia,2022-06-04,0,1
Latvia,2022-06-05,0,1
Latvia,2022-06-06,0,1
Latvia,2022-06-07,0,1
Malta,2022-05-28,1,1
Malta,2022-05-29,0,1
Malta,2022-05-30,0,1
Malta,2022-05-31,0,1
Malta,2022-06-01,0,1
Malta,2022-06-02,0,1
Malta,2022-06-03,0,1
Malta,2022-06-04,0,1
Malta,2022-06-05,0,1
Malta,2022-06-06,0,1
Malta,2022-06-07,0,1
Mexico,2022-05-28,1,1
Mexico,2022-05-29,0,1
Mexico,2022-05-30,0,1
Mexico,2022-05-31,0,1
Mexico,2022-06-01,0,1
Mexico,2022-06-02,0,1
Mexico,2022-06-03,0,1
Mexico,2022-06-04,0,1
Mexico,2022-06-05,0,1
Mexico,2022-06-06,0,1
Mexico,2022-06-07,0,1
Morocco,2022-06-02,1,1
Morocco,2022-06-03,0,1
Morocco,2022-06-04,0,1
Morocco,2022-06-05,0,1
Morocco,2022-06-06,0,1
Morocco,2022-06-07,0,1
Netherlands,2022-05-20,1,1
Netherlands,2022-05-21,1,2
Netherlands,2022-05-22,0,2
Netherlands,2022-05-23,4,6
Netherlands,2022-05-24,0,6
Netherlands,2022-05-25,6,12
Netherlands,2022-05-26,0,12
Netherlands,2022-05-27,0,12
Netherlands,2022-05-28,0,12
Netherlands,2022-05-29,0,12
Netherlands,2022-05-30,14,26
Netherlands,2022-05-31,0,26
Netherlands,2022-06-01,0,26
Netherlands,2022-06-02,14,40
Netherlands,2022-06-03,0,40
Netherlands,2022-06-04,0,40
Netherlands,2022-06-05,0,40
Netherlands,2022-06-06,0,40
Netherlands,2022-06-07,14,54
Norway,2022-05-31,1,1
Norway,2022-06-01,1,2
Norway,2022-06-02,0,2
Norway,2022-06-03,0,2
Norway,2022-06-04,0,2
Norway,2022-06-05,0,2
Norway,2022-06-06,0,2
Norway,2022-06-07,0,2
Portugal,2022-05-17,3,3
Portugal,2022-05-18,11,14
Portugal,2022-05-19,9,23
Portugal,2022-05-20,0,23
Portugal,2022-05-21,0,23
Portugal,2022-05-22,0,23
Portugal,2022-05-23,14,37
Portugal,2022-05-24,2,39
Portugal,2022-05-25,10,49
Portugal,2022-05-26,9,58
Portugal,2022-05-27,16,74
Portugal,2022-05-28,0,74
Portugal,2022-05-29,0,74
Portugal,2022-05-30,22,96
Portugal,2022-05-31,4,100
Portugal,2022-06-01,19,119
Portugal,2022-06-02,19,138
Portugal,2022-06-03,5,143
Portugal,2022-06-04,0,143
Portugal,2022-06-05,0,143
Portugal,2022-06-06,10,153
Portugal,2022-06-07,13,166
Slovenia,2022-05-24,1,1
Slovenia,2022-05-25,1,2
Slovenia,2022-05-26,0,2
Slovenia,2022-05-27,0,2
Slovenia,2022-05-28,0,2
Slovenia,2022-05-29,0,2
Slovenia,2022-05-30,0,2
Slovenia,2022-05-31,0,2
Slovenia,2022-06-01,0,2
Slovenia,2022-06-02,1,3
Slovenia,2022-06-03,0,3
Slovenia,2022-06-04,0,3
Slovenia,2022-06-05,0,3
Slovenia,2022-06-06,3,6
Slovenia,2022-06-07,0,6
Spain,2022-05-18,7,7
Spain,2022-05-19,0,7
Spain,2022-05-20,23,30
Spain,2022-05-21,10,40
Spain,2022-05-22,0,40
Spain,2022-05-23,1,41
Spain,2022-05-24,4,45
Spain,2022-05-25,8,53
Spain,2022-05-26,25,78
Spain,2022-05-27,21,99
Spain,2022-05-28,0,99
Spain,2022-05-29,9,108
Spain,2022-05-30,8,116
Spain,2022-05-31,20,136
Spain,2022-06-01,0,136
Spain,2022-06-02,26,162
Spain,2022-06-03,19,181
Spain,2022-06-04,0,181
Spain,2022-06-05,0,181
Spain,2022-06-06,17,198
Spain,2022-06-07,1,199
Sweden,2022-05-19,1,1
Sweden,2022-05-20,0,1
Sweden,2022-05-21,0,1
Sweden,2022-05-22,0,1
Sweden,2022-05-23,0,1
Sweden,2022-05-24,0,1
Sweden,2022-05-25,1,2
Sweden,2022-05-26,0,2
Sweden,2022-05-27,0,2
Sweden,2022-05-28,0,2
Sweden,2022-05-29,0,2
Sweden,2022-05-30,1,3
Sweden,2022-05-31,1,4
Sweden,2022-06-01,0,4
Sweden,2022-06-02,1,5
Sweden,2022-06-03,0,5
Sweden,2022-06-04,0,5
Sweden,2022-06-05,0,5
Sweden,2022-06-06,0,5
Sweden,2022-06-07,0,5
Switzerland,2022-05-21,1,1
Switzerland,2022-05-22,0,1
Switzerland,2022-05-23,0,1
Switzerland,2022-05-24,1,2
Switzerland,2022-05-25,0,2
Switzerland,2022-05-26,1,3
Switzerland,2022-05-27,1,4
Switzerland,2022-05-28,0,4
Switzerland,2022-05-29,0,4
Switzerland,2022-05-30,0,4
Switzerland,2022-05-31,0,4
Switzerland,2022-06-01,0,4
Switzerland,2022-06-02,2,6
Switzerland,2022-06-03,2,8
Switzerland,2022-06-04,0,8
Switzerland,2022-06-05,0,8
Switzerland,2022-06-06,0,8
Switzerland,2022-06-07,0,8
United Arab Emirates,2022-05-24,1,1
United Arab Emirates,2022-05-25,0,1
United Arab Emirates,2022-05-26,0,1
United Arab Emirates,2022-05-27,0,1
United Arab Emirates,2022-05-28,0,1
United Arab Emirates,2022-05-29,3,4
United Arab Emirates,2022-05-30,0,4
United Arab Emirates,2022-05-31,0,4
United Arab Emirates,2022-06-01,4,8
United Arab Emirates,2022-06-02,0,8
United Arab Emirates,2022-06-03,0,8
United Arab Emirates,2022-06-04,0,8
United Arab Emirates,2022-06-05,0,8
United Arab Emirates,2022-06-06,0,8
United Arab Emirates,2022-06-07,0,8
United Kingdom,2022-05-06,1,1
United Kingdom,2022-05-07,0,1
United Kingdom,2022-05-08,0,1
United Kingdom,2022-05-09,0,1
United Kingdom,2022-05-10,0,1
United Kingdom,2022-05-11,0,1
United Kingdom,2022-05-12,1,2
United Kingdom,2022-05-13,1,3
United Kingdom,2022-05-14,0,3
United Kingdom,2022-05-15,4,7
United Kingdom,2022-05-16,0,7
United Kingdom,2022-05-17,0,7
United Kingdom,2022-05-18,2,9
United Kingdom,2022-05-19,0,9
United Kingdom,2022-05-20,11,20
United Kingdom,2022-05-21,0,20
United Kingdom,2022-05-22,0,20
United Kingdom,2022-05-23,37,57
United Kingdom,2022-05-24,14,71
United Kingdom,2022-05-25,7,78
United Kingdom,2022-05-26,28,106
United Kingdom,2022-05-27,0,106
United Kingdom,2022-05-28,0,106
United Kingdom,2022-05-29,0,106
United Kingdom,2022-05-30,73,179
United Kingdom,2022-05-31,11,190
United Kingdom,2022-06-01,7,197
United Kingdom,2022-06-02,11,208
United Kingdom,2022-06-03,19,227
United Kingdom,2022-06-04,0,227
United Kingdom,2022-06-05,0,227
United Kingdom,2022-06-06,76,303
United Kingdom,2022-06-07,0,303
United States,2022-05-18,1,1
United States,2022-05-19,0,1
United States,2022-05-20,1,2
United States,2022-05-21,0,2
United States,2022-05-22,0,2
United States,2022-05-23,0,2
United States,2022-05-24,0,2
United States,2022-05-25,2,4
United States,2022-05-26,5,9
United States,2022-05-27,3,12
United States,2022-05-28,0,12
United States,2022-05-29,2,14
United States,2022-05-30,0,14
United States,2022-05-31,5,19
United States,2022-06-01,0,19
United States,2022-06-02,4,23
United States,2022-06-03,3,26
United States,2022-06-04,0,26
United States,2022-06-05,0,26
United States,2022-06-06,1,27
United States,2022-06-07,0,27
